no;bfs;year;nat_rate_ord;indirect
316;31;2002;3.030303001;0
317;31;2003;8.823529243;0
318;31;2004;0;0
319;31;2005;0;0
320;31;2006;2.857142925;0
321;31;2007;1.470588207;0
322;31;2008;2.702702761;0
323;31;2009;0;0
324;33;1991;0;0
325;33;1992;2.941176414;0
326;33;1993;2.631578922;0
327;33;1994;0;0
328;33;1995;0;0
329;33;1996;9.677418709;0
330;33;1997;4.166666985;0
331;33;1998;0;0
332;33;1999;1.49253726;0
333;33;2000;5.714285851;0
334;33;2001;8.823529243;0
335;33;2002;12.5;0
336;33;2003;11.53846169;0
337;33;2004;6.097560883;0
338;33;2005;17.28395081;0
339;33;2006;7.692307949;1
340;33;2007;1.298701286;1
341;33;2008;11.84210587;1
342;33;2009;0;1
343;34;1991;3.225806236;0
344;34;1992;3.030303001;0
345;34;1993;0;0
346;34;1994;0;0
347;34;1995;0;0
348;34;1996;0;0
349;34;1997;0;0
350;34;1998;0;0
351;34;1999;13.88888931;0
352;34;2000;4.87804842;0
353;34;2001;9.523809433;0
354;34;2002;0;0
355;34;2003;13.9534893;0
356;34;2004;0;0
357;34;2005;6.818181992;0
358;34;2006;8.510638237;0
359;34;2007;0;0
360;34;2008;0;0
361;34;2009;2.631578922;1
362;35;1991;0;0
363;35;1992;0;0
364;35;1993;0;0
365;35;1994;26.66666794;0
366;35;1995;0;0
367;35;1996;0;0
368;35;1997;0;0
369;35;1998;8;0
370;35;1999;0;0
371;35;2000;0;0
372;35;2001;0;0
373;35;2002;5.263157845;0
374;35;2003;4.87804842;0
375;35;2004;2.43902421;0
376;35;2005;2.083333492;0
377;35;2006;10.20408154;0
378;35;2007;4.444444656;0
379;35;2008;5.882352829;0
380;35;2009;0;0
381;36;1991;0;0
382;36;1992;0;0
383;36;1993;0;0
384;36;1994;0;0
385;36;1995;0;0
386;36;1996;0;0
387;36;1997;0;0
388;36;1998;0;0
389;36;1999;0;0
390;36;2000;0;0
391;36;2001;0;0
392;36;2002;5.55555582;0
393;36;2003;0;0
394;36;2004;0;0
395;36;2005;0;0
396;36;2006;0;0
397;36;2007;6.896551609;0
398;36;2008;7.692307949;0
399;36;2009;0;0
400;37;1991;0;0
401;37;1992;0;0
402;37;1993;0;0
403;37;1994;0;0
404;37;1995;5.263157845;0
405;37;1996;0;0
406;37;1997;0;0
407;37;1998;0;0
408;37;1999;0;0
409;37;2000;0;0
410;37;2001;25;0
411;37;2002;8;0
412;37;2003;0;0
413;37;2004;2.77777791;0
414;37;2005;15.78947258;0
415;37;2006;0;1
416;37;2007;2.380952358;1
417;37;2008;22.72727394;1
418;37;2009;8.888889313;1
419;39;1991;0;0
420;39;1992;0;0
421;39;1993;0;0
422;39;1994;0;0
423;39;1995;0;0
424;39;1996;6.25;0
425;39;1997;0;0
426;39;1998;12.5;0
427;39;1999;0;0
428;39;2000;0;0
429;39;2001;0;0
430;39;2002;4.166666985;0
431;39;2003;0;0
432;39;2004;17.8571434;0
433;39;2005;20.83333206;0
434;39;2006;8;1
435;39;2007;4.166666985;1
436;39;2008;0;1
437;39;2009;0;1
438;41;1991;0;0
439;41;1992;0;0
440;41;1993;0;0
441;41;1994;38.46154022;0
442;41;1995;0;0
443;41;1996;9.090909004;0
444;41;1997;0;0
445;41;1998;0;0
446;41;1999;0;0
447;41;2000;0;0
448;41;2001;0;0
449;41;2002;0;0
450;41;2003;0;0
451;41;2004;0;0
452;41;2005;0;0
453;41;2006;0;0
454;41;2007;0;0
455;41;2008;0;0
456;41;2009;0;0
457;42;1991;0;0
458;42;1992;0;0
459;42;1993;0;0
460;42;1994;0;0
461;42;1995;0;0
462;42;1996;0;0
463;42;1997;0;0
464;42;1998;0;0
465;42;1999;0;0
466;42;2000;0;0
467;42;2001;5.263157845;0
468;42;2002;0;0
469;42;2003;0;0
470;42;2004;4.761904716;0
471;42;2005;0;0
472;42;2006;5.55555582;0
473;42;2007;4.166666985;0
474;42;2008;3.703703642;0
475;42;2009;0;0
476;51;1991;0.990099013;0
477;51;1992;0.381679386;0
478;51;1993;3.351955414;0
479;51;1994;3.213610411;0
480;51;1995;3.012048244;0
481;51;1996;7.272727013;0
482;51;1997;3.389830589;0
483;51;1998;5.744680882;0
484;51;1999;7.488986969;0
485;51;2000;4.729729652;0
486;51;2001;11.89931297;0
487;51;2002;6.08108139;0
488;51;2003;5.470459461;0
489;51;2004;4.721030235;0
490;51;2005;5.106382847;0
491;51;2006;5.691057205;1
492;51;2007;8.213552475;1
493;51;2008;6.302521229;1
494;51;2009;7.430998325;1
495;52;1991;0.369003683;0
496;52;1992;0.361663669;0
497;52;1993;1.426024914;0
498;52;1994;1.2433393;0
499;52;1995;1.396160603;0
500;52;1996;3.773584843;0
501;52;1997;4.577464581;0
502;52;1998;7.478260994;0
503;52;1999;7.757166862;0
504;52;2000;3.979238987;0
505;52;2001;3.482586861;0
506;52;2002;3.392330647;0
507;52;2003;4.521276474;0
508;52;2004;5.321782112;0
509;52;2005;3.290246725;0
510;52;2006;1.100109935;1
511;52;2007;0.88148874;1
512;52;2008;4.473684311;1
513;52;2009;2.761000872;1
514;53;1991;0.863787353;0
515;53;1992;0.523560226;0
516;53;1993;2.294455051;0
517;53;1994;3.005115032;0
518;53;1995;3.79117465;0
519;53;1996;4.010025024;0
520;53;1997;3.248407602;0
521;53;1998;4.153354645;1
522;53;1999;6.603773594;1
523;53;2000;9.526813507;1
524;53;2001;6.785243988;1
525;53;2002;6.421404362;1
526;53;2003;5.378486156;1
527;53;2004;7.5657897;1
528;53;2005;8.376288414;1
529;53;2006;8.048048019;1
530;53;2007;8.233957291;1
531;53;2008;10.84269619;1
532;53;2009;2.970851898;1
533;54;1991;0.361663669;0
534;54;1992;0.3539823;0
535;54;1993;2.083333492;0
536;54;1994;1.340033531;0
537;54;1995;2.861952782;0
538;54;1996;5.457746506;0
539;54;1997;3.180212259;0
540;54;1998;3.956834555;0
541;54;1999;4.078014374;0
542;54;2000;9.523809433;0
543;54;2001;7.641196251;0
544;54;2002;6.146179676;0
545;54;2003;13.30203438;0
546;54;2004;5.045871258;0
547;54;2005;7.204610825;0
548;54;2006;12.18836498;1
549;54;2007;6.638418198;1
550;54;2008;4.335664272;1
551;54;2009;12.58549976;1
552;55;1991;0.884955764;0
553;55;1992;0;0
554;55;1993;3.25203228;0
555;55;1994;0;0
556;55;1995;0.75757575;0
557;55;1996;4;0
558;55;1997;2.479338884;0
559;55;1998;0;0
560;55;1999;0;0
561;55;2000;0.694444478;0
562;55;2001;3.267974138;0
563;55;2002;10.30303001;0
564;55;2003;7.344632626;0
565;55;2004;9.890110016;0
566;55;2005;0;0
567;55;2006;1.941747546;0
568;55;2007;3.738317728;0
569;55;2008;4.910714149;0
570;55;2009;1.702127576;0
571;56;1991;0.310559005;0
572;56;1992;0;0
573;56;1993;1.777777791;0
574;56;1994;2.161383152;0
575;56;1995;3.267045259;0
576;56;1996;4.341926575;0
577;56;1997;5.479452133;0
578;56;1998;4.74820137;1
579;56;1999;3.741007328;1
580;56;2000;5.163043499;1
581;56;2001;3.580901861;1
582;56;2002;3.886010408;1
583;56;2003;5.769230843;1
584;56;2004;5.909617424;1
585;56;2005;8.719646454;1
586;56;2006;12.18986034;1
587;56;2007;8.580858231;1
588;56;2008;6.434024334;1
589;56;2009;4.610318184;1
590;57;1991;0.909090877;0
591;57;1992;0;0
592;57;1993;2.884615421;0
593;57;1994;8.108107567;0
594;57;1995;0.952381015;0
595;57;1996;0;0
596;57;1997;1.886792421;0
597;57;1998;5.55555582;0
598;57;1999;0.980392218;0
599;57;2000;1.010100961;0
600;57;2001;4.854368687;0
601;57;2002;0;0
602;57;2003;7.758620262;0
603;57;2004;4.20168066;0
604;57;2005;1.694915295;0
605;57;2006;4;1
606;57;2007;8.800000191;1
607;57;2008;7.142857552;1
608;57;2009;0;1
609;59;1991;0;0
610;59;1992;1.785714388;0
611;59;1993;1.923076987;0
612;59;1994;3.773584843;0
613;59;1995;3.389830589;0
614;59;1996;1.49253726;0
615;59;1997;3.076923132;0
616;59;1998;8;0
617;59;1999;1.282051325;0
618;59;2000;10.2564106;0
619;59;2001;1.35135138;0
620;59;2002;5.617977619;0
621;59;2003;1.136363626;0
622;59;2004;4.444444656;0
623;59;2005;5.102040768;0
624;59;2006;6.666666985;1
625;59;2007;6.542056084;1
626;59;2008;8.108107567;1
627;59;2009;1.587301731;1
628;60;1991;0;0
629;60;1992;0;0
630;60;1993;0.597014904;0
631;60;1994;0;0
632;60;1995;3.021147966;0
633;60;1996;4.733727932;0
634;60;1997;6.006006241;0
635;60;1998;7.374631405;0
636;60;1999;4.637681484;0
637;60;2000;6.232294559;0
638;60;2001;5.333333492;0
639;60;2002;3.5175879;0
640;60;2003;4.589372158;0
641;60;2004;8.064516068;0
642;60;2005;2.375296831;0
643;60;2006;4.038004398;1
644;60;2007;9.241705894;1
645;60;2008;6.25;1
646;60;2009;9.285714149;1
647;62;1991;0.718685865;1
648;62;1992;0.302419335;1
649;62;1993;1.711983919;1
650;62;1994;2.970795631;1
651;62;1995;4.613095284;1
652;62;1996;3.411942005;1
653;62;1997;4.041915894;1
654;62;1998;4.20168066;1
655;62;1999;4.624565125;1
656;62;2000;5.386533737;1
657;62;2001;6.8215518;1
658;62;2002;6.537889481;1
659;62;2003;6.198546886;1
660;62;2004;9.306834221;1
661;62;2005;6.866952896;1
662;62;2006;6.436346531;1
663;62;2007;4.630903244;1
664;62;2008;6.286747932;1
665;62;2009;6.678700447;1
666;64;1991;1.315789461;0
667;64;1992;1.785714388;0
668;64;1993;0.473933667;0
669;64;1994;0;0
670;64;1995;1.639344215;0
671;64;1996;0.858369112;0
672;64;1997;3.004291773;0
673;64;1998;6.410256863;1
674;64;1999;2.092050314;1
675;64;2000;8.032128334;1
676;64;2001;3.361344814;1
677;64;2002;5.394190788;1
678;64;2003;5.485232353;1
679;64;2004;3.474903584;1
680;64;2005;1.083032489;1
681;64;2006;7.526882172;1
682;64;2007;1.090909123;1
683;64;2008;4.982206345;1
684;64;2009;4.761904716;1
685;66;1991;0.133067191;1
686;66;1992;0.895713389;1
687;66;1993;0.825396836;1
688;66;1994;2.77777791;1
689;66;1995;2.303030252;1
690;66;1996;3.355704546;1
691;66;1997;2.695924759;1
692;66;1998;3.180428267;1
693;66;1999;2.766333103;1
694;66;2000;4.597701073;1
695;66;2001;2.728226662;1
696;66;2002;4.922924042;1
697;66;2003;3.925233603;1
698;66;2004;4.821351528;1
699;66;2005;5.598692417;1
700;66;2006;4.922588348;1
701;66;2007;4.627844334;1
702;66;2008;5.24528265;1
703;66;2009;5.747947216;1
704;69;1991;0.101626009;0
705;69;1992;0.197433382;0
706;69;1993;1.300000072;0
707;69;1994;1.645692229;0
708;69;1995;3.154875755;0
709;69;1996;2.753195763;0
710;69;1997;2.376237631;0
711;69;1998;3.434740067;1
712;69;1999;2.780441046;1
713;69;2000;4.227941036;1
714;69;2001;3.940455198;1
715;69;2002;3.516295195;1
716;69;2003;5.987054825;1
717;69;2004;4.393939495;1
718;69;2005;3.966005564;1
719;69;2006;4.729729652;1
720;69;2007;1.649076462;1
721;69;2008;5.439056396;1
722;69;2009;6.918642044;1
723;72;1991;0;0
724;72;1992;0.699300706;0
725;72;1993;0;0
726;72;1994;0.729927003;0
727;72;1995;0.699300706;0
728;72;1996;3.521126986;0
729;72;1997;3.750000238;0
730;72;1998;0.699300706;0
731;72;1999;0.653594792;0
732;72;2000;0.632911384;0
733;72;2001;1.265822768;0
734;72;2002;1.226993799;0
735;72;2003;2.312138557;0
736;72;2004;0.543478251;0
737;72;2005;2.98507452;0
738;72;2006;1.809954882;1
739;72;2007;0.826446235;1
740;72;2008;2.212389469;1
741;72;2009;9.545454025;1
742;81;1991;20;0
743;81;1992;0;0
744;81;1993;0;0
745;81;1994;0;0
746;81;1995;25;0
747;81;1996;0;0
748;81;1997;0;0
749;81;1998;0;0
750;81;1999;8.333333969;0
751;81;2000;0;0
752;81;2001;7.692307949;0
753;81;2002;8.333333969;0
754;81;2003;0;0
755;81;2004;12.5;0
756;81;2005;0;0
757;81;2006;0;0
758;81;2007;0;0
759;81;2008;0;0
760;81;2009;0;0
761;83;1991;0;0
762;83;1992;0;0
763;83;1993;3.162055492;0
764;83;1994;6.106870174;0
765;83;1995;8.44594574;0
766;83;1996;3.378378153;0
767;83;1997;2.684563875;0
768;83;1998;1.365187645;0
769;83;1999;1.986755013;0
770;83;2000;6.472492218;0
771;83;2001;4.984423637;0
772;83;2002;3.076923132;0
773;83;2003;4.913294792;0
774;83;2004;1.75;0
775;83;2005;3.820224762;0
776;83;2006;7;1
777;83;2007;3.667953491;1
778;83;2008;8.317580223;1
779;83;2009;3.112840414;1
780;84;1991;0.444444448;0
781;84;1992;0.421940923;0
782;84;1993;0.793650866;0
783;84;1994;0.763358772;0
784;84;1995;2.135231256;0
785;84;1996;4.666666508;0
786;84;1997;3.928571463;0
787;84;1998;3.448275805;0
788;84;1999;2.250803709;0
789;84;2000;6.432748795;0
790;84;2001;2.493074656;0
791;84;2002;2.949061632;0
792;84;2003;5.882352829;0
793;84;2004;7.317072868;0
794;84;2005;6.377551079;0
795;84;2006;10.29411793;0
796;84;2007;5.339805603;0
797;84;2008;6.172839642;0
798;84;2009;4.176334381;0
799;85;1991;1.052631617;0
800;85;1992;0;0
801;85;1993;0.917431176;0
802;85;1994;3.225806236;0
803;85;1995;2.127659559;0
804;85;1996;3.355704546;0
805;85;1997;4.242424488;0
806;85;1998;5.454545498;0
807;85;1999;1.910828114;0
808;85;2000;3.571428776;0
809;85;2001;8.75;0
810;85;2002;5.921052933;0
811;85;2003;9.150326729;0
812;85;2004;8.805031776;0
813;85;2005;6.21118021;0
814;85;2006;5.590062141;0
815;85;2007;7.643312454;0
816;85;2008;3.067484617;0
817;85;2009;2.762430906;0
818;86;1991;0.707547188;0
819;86;1992;1.379310369;0
820;86;1993;0.46403712;0
821;86;1994;1.136363626;0
822;86;1995;3.872437477;0
823;86;1996;2.91479826;0
824;86;1997;4.203539848;0
825;86;1998;3.679653645;1
826;86;1999;5.894736767;1
827;86;2000;4.444444656;1
828;86;2001;5.25252533;1
829;86;2002;7.984031677;1
830;86;2003;5;1
831;86;2004;6.603773594;1
832;86;2005;6.106870174;1
833;86;2006;2.578269005;1
834;86;2007;1.792114735;1
835;86;2008;4.671280384;1
836;86;2009;3.387096882;1
837;89;1991;1.408450723;0
838;89;1992;0.701754391;0
839;89;1993;0.348432064;0
840;89;1994;1.052631617;0
841;89;1995;1.689189076;0
842;89;1996;2.990033388;0
843;89;1997;2.272727251;0
844;89;1998;0.332225919;0
845;89;1999;1.298701286;0
846;89;2000;3.048780441;0
847;89;2001;3.571428776;0
848;89;2002;3.724928141;0
849;89;2003;3.856749535;0
850;89;2004;3.875968933;0
851;89;2005;2.702702761;0
852;89;2006;1.345291495;0
853;89;2007;1.670146227;0
854;89;2008;4.80961895;0
855;89;2009;1.550387621;0
856;91;1991;0;0
857;91;1992;0;0
858;91;1993;1.666666746;0
859;91;1994;6.25;0
860;91;1995;3.78787899;0
861;91;1996;1.680672407;0
862;91;1997;1.639344215;0
863;91;1998;0;0
864;91;1999;3.816793919;0
865;91;2000;10.79136658;0
866;91;2001;4.411764622;0
867;91;2002;4.761904716;0
868;91;2003;11.88811207;0
869;91;2004;0;0
870;91;2005;8.108107567;0
871;91;2006;6.8027215;1
872;91;2007;6.896551609;1
873;91;2008;8.965517998;1
874;91;2009;5.960264683;1
875;92;1991;0.574712634;0
876;92;1992;0.362976402;0
877;92;1993;1.598579049;0
878;92;1994;1.22807014;0
879;92;1995;2.698145151;0
880;92;1996;3.525641203;0
881;92;1997;1.006711364;0
882;92;1998;2.542372704;0
883;92;1999;2.764227629;0
884;92;2000;4.354588032;0
885;92;2001;4.626865864;0
886;92;2002;1.388888955;0
887;92;2003;0.536193073;0
888;92;2004;3.144654274;0
889;92;2005;2.517162561;0
890;92;2006;2.78706789;0
891;92;2007;4.290429115;0
892;92;2008;7.374301434;0
893;92;2009;4.147465706;1
894;93;1991;0;0
895;93;1992;0;0
896;93;1993;2.531645536;0
897;93;1994;0;0
898;93;1995;7.142857552;0
899;93;1996;1.470588207;0
900;93;1997;1.315789461;0
901;93;1998;2.739726067;1
902;93;1999;0;1
903;93;2000;1.35135138;1
904;93;2001;0;1
905;93;2002;5;1
906;93;2003;1.190476179;1
907;93;2004;4.87804842;1
908;93;2005;4.705882549;1
909;93;2006;7.368420601;1
910;93;2007;0;1
911;93;2008;7.920792103;1
912;93;2009;9.183673859;1
913;96;1991;0.88967967;0
914;96;1992;0.529100537;0
915;96;1993;1.737116456;0
916;96;1994;2.382302761;0
917;96;1995;3.58719635;0
918;96;1996;4.004388332;0
919;96;1997;3.444505215;0
920;96;1998;3.548035145;0
921;96;1999;3.768577337;0
922;96;2000;3.694332123;0
923;96;2001;2.925402403;0
924;96;2002;6.062008381;0
925;96;2003;3.88520956;0
926;96;2004;2.21559453;0
927;96;2005;3.494514465;0
928;96;2006;7.173322678;1
929;96;2007;5.536594391;1
930;96;2008;4.57840538;1
931;96;2009;6.333973408;1
932;97;1991;0.408163249;0
933;97;1992;0.202020213;0
934;97;1993;1.190476179;0
935;97;1994;2.868852377;0
936;97;1995;3.312629461;0
937;97;1996;2.669404507;0
938;97;1997;5.081300735;0
939;97;1998;1.417003989;0
940;97;1999;8.208954811;0
941;97;2000;5.223880768;0
942;97;2001;3.152364016;0
943;97;2002;8.629441261;0
944;97;2003;4.603174686;0
945;97;2004;6.574923515;0
946;97;2005;6.46108675;0
947;97;2006;6.639004707;1
948;97;2007;2.837837934;1
949;97;2008;8.792650223;1
950;97;2009;4.761904716;1
951;98;1991;0;0
952;98;1992;0;0
953;98;1993;0;0
954;98;1994;0;0
955;98;1995;0;0
956;98;1996;0;0
957;98;1997;0;0
958;98;1998;20;0
959;98;1999;0;0
960;98;2000;0;0
961;98;2001;0;0
962;98;2002;0;0
963;98;2003;0;0
964;98;2004;0;0
965;98;2005;0;0
966;98;2006;0;1
967;98;2007;0;1
968;98;2008;0;1
969;98;2009;0;1
970;100;1991;0;0
971;100;1992;10.34482765;0
972;100;1993;0;0
973;100;1994;0;0
974;100;1995;0;0
975;100;1996;0;0
976;100;1997;2.5;0
977;100;1998;0;0
978;100;1999;0;0
979;100;2000;0;0
980;100;2001;1.960784435;0
981;100;2002;0;0
982;100;2003;0;0
983;100;2004;13.55932236;0
984;100;2005;3.125;0
985;100;2006;8.571429253;0
986;100;2007;7.142857552;0
987;100;2008;8.860759735;1
988;100;2009;11.84210587;1
989;112;1991;0.380228132;0
990;112;1992;0.732600749;0
991;112;1993;0.711743772;0
992;112;1994;3.355704546;0
993;112;1995;0.993377507;0
994;112;1996;1.730103731;0
995;112;1997;4.406779766;0
996;112;1998;1.444043279;0
997;112;1999;2.527075768;0
998;112;2000;7.168458939;0
999;112;2001;2.98507452;0
1000;112;2002;7.092198849;0
1001;112;2003;4.195804119;0
1002;112;2004;4.054053783;0
1003;112;2005;1.071428657;0
1004;112;2006;5.673758507;1
1005;112;2007;7.017543793;1
1006;112;2008;8.389262199;1
1007;112;2009;3.135888577;1
1008;113;1991;0.263157904;0
1009;113;1992;0.49875313;0
1010;113;1993;0.246913597;0
1011;113;1994;1.960784435;0
1012;113;1995;1.511335015;0
1013;113;1996;2.538070917;0
